time,deviceName,laeq_global_dB,dominant_class,dominant_pct,lafmax_dB,lafmax_class,LAeq_common,LAeq_impact,LAeq_rotarytool,LAeq_person,LAeq_vehicle,pct_common,pct_impact,pct_rotarytool,pct_person,pct_vehicle,L10_dB,L50_dB,L90_dB,rssi,snr
2026-08-28 00:02:17,Lobby Eléctrica,28.36,Silence,0.0,29.37,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.64,28.13,26.54,-95,12.8
2026-08-28 00:02:19,Laboratorios Eléctrica Superior,19.1,Silence,0.0,19.88,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.71,19.27,18.22,-105,9.2
2026-08-28 00:02:19,Laboratorios Civil Central,51.9,Group 1 (Common),82.73,53.77,Group 1 (Common),52.13,0.0,51.73,0.0,0.0,82.73,0.26,10.16,0.0,6.73,53.02,52.16,50.06,-120,-7.5
2026-08-28 00:02:24,Pasillo Salones Eléctrica,28.89,Silence,0.0,30.4,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.89,28.47,27.79,-90,11.5
2026-08-28 00:02:25,Laboratorios Eléctrica Centro,23.9,Silence,0.0,24.63,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.59,23.92,23.08,-101,6.5
2026-08-28 00:02:27,Lobby Civil,52.15,Mixed,38.19,56.21,Group 5 (Vehicle),0.0,50.77,53.94,0.0,50.97,0.78,38.19,22.05,2.26,36.85,57.05,51.14,43.57,-99,12.2
2026-08-28 00:02:29,Pasillo Decanato Civil,21.79,Silence,0.0,22.33,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.54,21.79,21.21,-119,-12.5
2026-08-28 00:02:31,Pasillo Decanato Eléctrica,19.48,Silence,0.0,20.1,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.77,19.5,19.13,-97,9.5
2026-08-28 00:02:32,Pasillo Salones Civil,14.56,Silence,0.0,15.36,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.13,14.7,13.76,-120,-4.8
2026-08-28 00:02:39,Laboratorios Civil Superior,43.65,Silence,0.0,45.12,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.29,44.13,39.31,-101,13.0
2026-08-28 00:02:45,Salón - Uma Civil,9.8,Silence,0.0,10.96,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.18,10.0,8.9,-114,5.8
2026-08-28 00:02:52,Salón - Extremo Civil,13.28,Silence,0.0,14.21,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,13.3,12.71,-95,13.8
2026-08-28 00:02:55,Salón - Extremo Eléctrica,23.3,Silence,0.0,26.26,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.88,23.27,15.76,-107,6.5
2026-08-28 00:02:59,Salón - Uma Eléctrica,42.09,Silence,0.0,42.57,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.45,42.21,41.23,-112,-9.0
2026-08-28 00:03:20,Laboratorios Eléctrica Inferior,26.21,Silence,0.0,28.33,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.55,25.91,24.78,-117,2.0
2026-08-28 00:07:17,Lobby Eléctrica,28.96,Silence,0.0,30.08,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.11,28.94,28.17,-115,0.5
